NAME OF COMPANY, ISIN NUMBER
IFL-10%-7-2-29-NCD,INE866I08279
IFL-11%-20-8-27-NCD,INE01CYA7021
IFL-11.02%-20-9-26-NCD,INE01CYA7013
IFL-20-6-31-NCD,INE01CY079Z2
IFL-20-9-26-NCD,INE01CYA7054
IFL-8.5%-28-6-26-NCD,INE530B07344
IFL-9.6%-24-6-28-NCD,INE530B08102
IFSL-10.30%-10-11-26-NCD,INE321N07368
Igarashi Motors India Limited,INE188B01013
IGC Industries Limited,INE099S01016
IHFL-8.43%-3-1-29-NCD,INE477L07AQ2
IHFL-8.9%-26-12-29-NCD,INE477L07BG1
IHFL-9.60%-3-11-28-NCD,INE477L08154
IIFCL-8.8%-27-3-29-TFBOND,INE787H07420
IIFL Capital Services Limited,INE489L01022
IIFL Finance Limited,INE530B01024
IIFL-8.65%-25-1-28-NCD,INE530B07310
IIFL-9%-24-1-28-NCD,INE530B07260
IIFL-9%-28-6-28-NCD,INE530B07377
IIRM HOLDINGS INDIA LIMITED,INE670C01026
IITL PROJECTS LIMITED,INE786E01018
IKIO Technologies Limited,INE0LOJ01019
IKOMA TECHNOLOGIES LIMITED,INE164D01010
IL&FS ENGINEERING AND CONSTRUC,INE369I01014
IL&FS Investment Managers Limited,INE050B01023
IL&FS TRANSPORTATION NETWORKS,INE975G01012
IMAGICAAWORLD ENTERTAINMENT LI,INE172N01012
IMEC SERVICES LIMITED,INE611C01020
IML-10.25%-30-10-28-NCD,INE0BUS07CD5
IML-10.75%-15-2-27-NCD,INE0BUS07AS7
IML-11%-18-8-26-PVT,INE0BUS07BN6
IML-11%-24-4-26-NCD,INE0BUS07098
IML-11.25%-03-02-27-PVT,INE0BUS07BU1
IML-11.25%-30-10-30-NCD,INE0BUS07CC7
IML-11.50%-15-2-29-NCD,INE0BUS07AT5
IML-11.75%-23-1-31-PVT,INE0BUS07CI4
IML-30-10-31-NCD,INE0BUS07CA1
IML-9.75%-30-10-27-NCD,INE0BUS07CE3
Impex Ferro Tech Limited,INE691G01015
INANI MARBLES & INDUSTRIES LTD,INE635D01027
INANI SECURITIES LTD.,INE224C01014
INCAP LTD.,INE437C01012
INCON ENGINEERS LTD.,INE507D01010
INCREDIBLE INDUSTRIES LIMITED,INE452L01012
IND BANK HOUSING LTD.,INE969D01012
IND Renewable Energy Ltd,INE138O01029
INDAG RUBBER LTD.,INE802D01023
INDBANK MERCHANT BANKING SERVI,INE841B01017
Indef Manufacturing Limited,INE0O9T01021
Indegene Limited,INE065X01017
INDERGIRI FINANCE LTD.,INE628F01019
INDIA CEMENTS CAPITAL LTD.,INE429D01017
INDIA CEMENTS LTD.,INE383A01012
INDIA FINSEC LTD.,INE474O01010
INDIA GELATINE & CHEMICALS LTD,INE342D01012
India Glycols Limited,INE560A01023
INDIA HOME LOAN LTD.,INE274E01015
India Homes Limited,INE072A01029
INDIA LEASE DEVELOPMENT LTD.,INE333C01013
INDIA MOTOR PARTS & ACCESSORIE,INE547E01014
India Nippon Electricals Limited,INE092B01025
India Pesticides Limited,INE0D6701023
India Shelter Finance Corporat,INE922K01024
INDIA TOURISM DEVELOPMENT CORP,INE353K01014
Indiabulls Limited,INE126M01010
Indiamart Intermesh Limited,INE933S01016
INDIAN ACRYLICS LTD.,INE862B01013
Indian Bank,INE562A01011
INDIAN CARD CLOTHING CO.LTD.,INE061A01014
Indian Energy Exchange Limited,INE022Q01020
INDIAN HOTELS CO.LTD.,INE053A01029
INDIAN HUME PIPE CO.LTD.,INE323C01030
INDIAN INFOTECH & SOFTWARE LTD,INE300B01022
INDIAN LINK CHAIN MANUFACTURES,INE359D01024
INDIAN METALS & FERRO ALLOYS L,INE919H01018
Indian Oil Corporation Limited,INE242A01010
Indian Overseas Bank,INE565A01014
Indian Railway Catering and To,INE335Y01020
Indian Railway Finance Corpora,INE053F01010
Indian Renewable Energy Develo,INE202E01016
INDIAN SUCROSE LTD.,INE557C01017
Indian Terrain Fashions Limited,INE611L01021
INDIAN TONERS & DEVELOPERS LTD,INE826B01018
INDIANIVESH LTD.,INE131H01028
Indigo Paints Limited,INE09VQ01012
IndiGrid Infrastructure Trust,INE219X23014
Indiqube Spaces Limited,INE06ST01018
INDITRADE CAPITAL LIMITED,INE347H01012
Indo Amines Limited,INE760F01028
Indo Borax & Chemicals Limited,INE803D01021
Indo Cotspin Limited,INE407P01017
Indo Count Industries Limited,INE483B01026
INDO EURO INDCHEM LTD.,INE319N01019
Indo Farm Equipment Limited,INE622H01018
INDO RAMA SYNTHETICS (INDIA) L,INE156A01020
INDO SMC Limited,INE0WKY01013
Indo Tech Transformers Limited,INE332H01014
Indo Thai Securities Limited,INE337M01021
Indo Us Biotech Limited,INE250Z01010
Indobell Insulations Limited,INE0FK501019
INDO-CITY INFOTECH LTD.,INE456B01014
Indoco Remedies Limited,INE873D01024
Indogulf Cropsciences Limited,INE05J901018
INDOKEM LTD.,INE716F01012
Indo-National Limited,INE567A01028
INDONG TEA COMPANY LIMITED,INE0KN201016
Indosolar Limited,INE866K01023
IndoStar Capital Finance Limit,INE896L01010
Indowind Energy Limited,INE227G01018
Indraprastha Gas Limited,INE203G01027
INDRAPRASTHA MEDICAL CORP.LTD.,INE681B01017
INDRAYANI BIOTECH LTD.,INE007C01021
INDSIL HYDRO POWER AND MANGANE,INE867D01018
Ind-Swift Laboratories Limited,INE915B01019
INDUCTO STEEL LTD.,INE146H01018
Indus Finance Limited,INE935D01013
Indus Infra Trust,INE0NHL23019
Indus Towers Limited,INE121J01017
IndusInd Bank Limited,INE095A01012
INDUSTRIAL & PRUDENTIAL INVEST,INE620D01011
Industrial Investment Trust Limited,INE886A01014
Infinity Infoway Limited,INE16XA01017
Inflame Appliances Limited,INE464Z01017
Info Edge (India) Limited,INE663F01032
InfoBeans Technologies Limited,INE344S01016
Infomedia Press Limited,INE669A01022
INFORMED TECHNOLOGIES INDIA LT,INE123E01014
Infosys Limited,INE009A01021
INFRONICS SYSTEMS LTD,INE463B01036
Ingersoll Rand (India) Limited,INE177A01018
INNOKAIZ INDIA LIMITED,INE0LDI01022
Innova Captab Limited,INE0DUT01020
Innovana Thinklabs Limited,INE403Y01018
INNOVASSYNTH INVESTMENTS LTD.,INE690J01011
INNOVATIVE TECH PACK LTD.,INE965C01038
INOX GREEN ENERGY SERVICES LIM,INE510W01014
INOX India Limited,INE616N01034
Inox Wind Limited,INE066P01011
Insecticides (India) Limited,INE070I01018
INSOLATION ENERGY LIMITED,INE0LGX01024
Inspirisys Solutions Limited,INE020G01017
INTEC CAPITAL LTD.,INE017E01018
INTEGRA ENGINEERING INDIA LTD.,INE984B01023
Integra Essentia Limited,INE418N01035
Integrated Capital Services Lt,INE682B01023
INTEGRATED HITECH LTD.,INE934A01012
INTEGRATED INDUSTRIES LIMITED,INE882B01037
Intellect Design Arena Limited,INE306R01017
Intense Technologies Limited,INE781A01025
INTER GLOBE FINANCE LTD.,INE661M01016
INTER STATE OIL CARRIER LTD.,INE003B01014
INTERACTIVE FINANCIAL SERVICES,INE064T01018
Interarch Building Solutions L,INE00M901018
InterGlobe Aviation Limited,INE646L01027
INTERNATIONAL COMBUSTION (INDI,INE403C01014
International Conveyors Limited,INE575C01027
INTERNATIONAL DATA MANAGEMENT,INE649R01010
International Gemmological Ins,INE0Q9301021
INTERNATIONAL TRAVEL HOUSE LTD,INE262B01016
Intrasoft Technologies Limited,INE566K01011
INVENTURE GROWTH & SECURITIES,INE878H01024
INVENTURUS KNOWLEDGE SOLUTIONS,INE115Q01022
INVESCO India Gold Exchange Tr,INF205K01361
INVESTMENT & PRECISION CASTING,INE155E01016
Invigorated Business Consultin,INE359A01012
IOL CHEMICALS & PHARMACEUTICAL,INE485C01029
ION Exchange (India) Limited,INE570A01022
IP RINGS LTD.,INE558A01019
IPCA Laboratories Limited,INE571A01038
IRB INFRASTRUCTURE DEVELOPERS,INE821I01022
IRB InvIT Fund,INE183W23014
Ircon International Limited,INE962Y01021
IREDA-8.80%-13-03-29-BOND,INE202E07138
IREDA-8.80%-13-03-34-BOND,INE202E07153
IRFC-7.53%-21-12-30-TAXFREENCD,INE053F07835
IRFC-8.63%-19-03-29-BOND,INE053F07728
IRFC-8.65%-18-2-29-NCD,INE053F07686
Iris Clothings Limited,INE01GN01025
IRIS RegTech Solutions Limited,INE864K01010
IRM Energy Limited,INE07U701015
IRONWOOD EDUCATION LIMITED,INE791H01011
ISF LIMITED,INE973B01026
ISFL-10.03%-21-12-28-NCD,INE413U07269
Isgec Heavy Engineering Limited,INE858B01029
ISHAAN INFRASTRUCTURE AND SHEL,INE818R01011
Ishan Dyes and Chemicals Limit,INE561M01018
ISHITA DRUGS & INDUSTRIES LTD.,INE806D01016
ISL CONSULTING LTD.,INE569B01022
IST LTD.,INE684B01029
ISTREET NETWORK LIMITED,INE532B01020
ITC Hotels Limited,INE379A01028
ITC Limited,INE154A01025
ITCONS E-Solutions Limited,INE0O6A01019
ITI Limited,INE248A01017
ITL INDUSTRIES LTD.,INE478D01014
Ivalue Infosolutions Limited,INE056801025
IVP Limited,INE043C01018
IYKOT HITECH TOOLROOM LTD.,INE079L01013
IZMO Limited,INE848A01014
J.A. Finance Limited,INE825B01010
J.B.CHEMICALS & PHARMACEUTICAL,INE572A01036
J.G.Chemicals Limited,INE0MB501011
J.J.FINANCE CORPORATION LTD.,INE584C01011
J.K.CEMENT LTD.,INE823G01014
J.Kumar Infraprojects Limited,INE576I01022
JACKSON INVESTMENTS LTD,INE508N01025
JAGAN LAMPS LTD.,INE144C01014
JAGATJIT INDUSTRIES LTD.,INE574A01016
JAGJANANI TEXTILES LTD.,INE702H01018
Jagran Prakashan Limited,INE199G01027
Jagsonpal Pharmaceuticals Limited,INE048B01035
JAGSONPAL SERVICES LIMITED,INE582C01015
Jai Balaji Industries Limited,INE091G01026
Jai Corp Limited,INE070D01027
JAI MATA GLASS LTD.,INE250C01027
JAIHIND SYNTHETICS LTD.,INE156E01014
Jain Irrigation Systems Limited,IN9175A01010
Jain Irrigation Systems Limited,INE175A01038
Jain Resource Recycling Limite,INE0YD401026
JAINCO PROJECTS (INDIA) LTD.,INE966C01010
JAINEX AAMCOL LTD.,INE280F01019
JAIPAN INDUSTRIES LTD.,INE058D01030
JAIPRAKASH ASSOCIATES LTD.,INE455F01025
JAIPRAKASH POWER VENTURES LIMI,INE351F01018
JAMES WARREN TEA LTD,INE718P01017
JAMMU & KASHMIR BANK LTD.,INE168A01041
Jamna Auto Industries Limited,INE039C01032
JAMSHRI REALTY LIMITED,INE462D01034
JANA SMALL FINANCE BANK LIMITE,INE953L01027
Jaro Institute of Technology M,INE00YJ01010
JASCH GAUGING TECHNOLOGIES LIM,INE0QXV01014
JASCH INDUSTRIES LTD.,INE711C01028
Jash Engineering Limited,INE039O01029
JATTASHANKAR INDUSTIES LTD.,INE722N01014
JAUSS POLYMERS LTD.,INE593O01017
JAY AMBE SUPERMARKETS LIMITED,INE1DRH01011
Jay Bharat Maruti Limited,INE571B01036
JAY SHREE TEA & INDUSTRIES LTD,INE364A01020
JAY USHIN LTD.,INE289D01015
JAYABHARAT CREDIT LTD.,INE998D01011
Jayant Agro Organics Limited,INE785A01026
JAYANT INFRATECH LIMITED,INE0KR801019
Jayaswal Neco Industries Limited,INE854B01010
JAYATMA INDUSTRIES LIMITED,INE250D01017
Jaykay Enterprises Limited,INE903A01025
JAYSHREE CHEMICALS LTD.,INE693E01016
JAYSYNTH ORGOCHEM LIMITED,INE263B01022
JBM Auto Limited,INE927D01051
JD CABLES LIMITED,INE14VP01014
Jeena Sikho Lifecare Limited,INE0J5801029
Jeevan Scientific Technology L,INE237B01018
JENBURKT PHARMACEUTICALS LTD.,INE354A01013
Jet Freight Logistics Limited,INE982V01025
JETKING INFOTRAIN LTD.,INE919C01019
Jhandewalas Foods Limited,INE841Y01019
JHAVERI CREDITS & CAPITAL LTD.,INE865D01012
JHS Svendgaard Laboratories Limited,INE544H01014
JHS SVENDGAARD RETAIL VENTURES,INE03DD01011
Jigar Cables Limited,INE943X01015
JINDAL CAPITAL LTD.,INE356F01017
JINDAL DRILLING & INDUSTRIES L,INE742C01031
JINDAL HOTELS LTD.,INE726D01016
JINDAL LEASEFIN LIMITED,INE919T01013
Jindal Photo Limited,INE796G01012
Jindal Poly Films Limited,INE197D01010
JINDAL POLY INVESTMENT AND FIN,INE147P01019
Jindal Saw Limited,INE324A01032
Jindal Stainless Limited,INE220G01021
JINDAL STEEL LIMITED,INE749A01030
Jindal Worldwide Limited,INE247D01039
Jinkushal Industries Limited,INE1FF001016
Jio Financial Services Limited,INE758E01017
JITF Infralogistics Limited,INE863T01013
JK AGRI GENETICS LTD,INE690O01011
JK Lakshmi Cement Limited,INE786A01032
JK Paper Limited,INE789E01012
JK Tyre & Industries Limited,INE573A01042
JM Financial Limited,INE780C01023
JMD Ventures Limited,INE047E01031
JMFCSL-9.75%-7-6-28-NCD,INE651J07622
JMFPL-7.91%-7-10-26-NCD,INE523H07BP1
JMJ Fintech Limited,INE242Q01016
JNK India Limited,INE0OAF01028
Jocil Limited,INE839G01010
JOHN COCKERILL INDIA LIMITED,INE515A01019
JOHNSON PHARMACARE LIMITED,INE560F01022
JOINDRE CAPITAL SERVICES LTD.,INE024B01010
JOLLY PLASTIC INDUSTRIES LTD.,INE289M01016
Jonjua Overseas Limited,INE793Z01027
JOSTS ENGINEERING CO.LTD.,INE636D01041
JSL INDUSTRIES LTD.,INE581L01018
JSW Cement Limited,INE718I01012
JSW Energy Limited,INE121E01018
JSW Holdings Limited,INE824G01012
JSW Infrastructure Limited,INE880J01026
JSW Steel Limited,INE019A01038
Jtekt India Limited,INE643A01035
JTL INDUSTRIES LIMITED,INE391J01032
Jubilant Agri and Consumer Pro,INE03CC01015
Jubilant Foodworks Limited,INE797F01020
Jubilant Ingrevia Limited,INE0BY001018
Jubilant Pharmova Limited,INE700A01033
JULIEN AGRO INFRATECH LIMITED,INE890N01027
Jullundur Motor Agency (Delhi) Limited,INE412C01023
JUMBO BAG LTD.,INE699D01015
JUNGLE CAMPS INDIA LIMITED,INE0WCH01015
Juniper Hotels Limited,INE696F01016
JUPITER INFOMEDIA LTD.,INE524N01014
Jupiter Life Line Hospitals Li,INE682M01012
Jupiter Wagons Limited,INE209L01016
Just Dial Limited,INE599M01018
Justo Realfintech Limited,INE0W5Q01017
Jyothy Labs Limited,INE668F01031
Jyoti CNC Automation Limited,INE980O01024
JYOTI LTD.,INE511D01012
JYOTI RESINS & ADHESIVES LTD.,INE577D01013
Jyoti Structures Limited,INE197A01024
K K SILK MILLS LIMITED,INE0EOJ01014
K&R RAIL ENGINEERING LIMITED,INE078T01026
K. V. TOYS INDIA LIMITED,INE1IE301018
K.C.P.LTD.,INE805C01028
K.M.Sugar Mills Limited,INE157H01023
K.P. Energy Limited,INE127T01021
K.P.R. Mill Limited,INE930H01031
K.Z.LEASING & FINANCE LTD.,INE006C01015
KABRA DRUGS LTD.,INE323K01017
Kabra Extrusion Technik Limited,INE900B01029
KABSONS INDUSTRIES LTD.,INE645C01010
KAFL-10.75%-16-12-30-NCD,INE01I507BF5
KAFL-16-7-32-NCD,INE01I507AX0
KAFL-9.5%-1-9-26-NCD,INE01I507AN1
KAFL-9.50%-19-1-27-NCD,INE01I507AY8
KAIRA CAN CO.LTD.,INE375D01012
Kairosoft AI Solutions Limited,INE820M01018
KAISER CORPORATION LIMITED,INE229G01022
KAIZEN AGRO INFRABUILD LIMITED,INE891N01017
Kajaria Ceramics Limited,INE217B01036
Kaka Industries Limited,INE0P3N01018
Kakatiya Cement Sugar & Industries Limited,INE437B01014
KALLAM TEXTILES LTD,INE629F01025
Kalpa Commercial Limited,INE059Q01014
Kalpataru Limited,INE227J01012
KALPATARU PROJECTS INTERNATION,INE220B01022
Kalyan Capitals Limited,INE149Q01021
Kalyan Jewellers India Limited,INE303R01014
Kalyani Cast-Tech Limited,INE0N6U01018
Kalyani Commercials Limited,INE610E01010
Kalyani Forge Limited,INE314G01014
Kalyani Investment Company Limited,INE029L01018
Kalyani Steels Limited,INE907A01026
KAMA HOLDINGS LIMITED,INE411F01010
KAMADGIRI FASHION LTD.,INE535C01013
KAMANWALA HOUSING CONSTRUCTION,INE344D01018
Kamat Hotels (I) Limited,INE967C01018
Kamdhenu Limited,INE390H01020
Kamdhenu Ventures Limited,INE0BTI01037
Kanani Industries Limited,INE879E01037
Kanchi Karpooram Ltd.,INE081G01019
KANCO TEA & INDUSTRIES LIMITED,INE398L01017
KANISHK ALUMINIUM INDIA LIMITE,INE163401016
KANISHK STEEL INDUSTRIES LTD.,INE791E01018
KANORIA CHEMICALS & INDUSTRIES,INE138C01024
KANORIA ENERGY & INFRASTRUCTUR,INE534E01020
Kanpur Plastipack Limited,INE694E01014
Kansai Nerolac Paints Limited,INE531A01024
KANUNGO FINANCIERS LIMITED,INE453S01015
Kapil Raj Finance Ltd.,INE332Q01023
Kapston Services Limited,INE542Z01028
KARAN WOO-SIN LTD.,INE327D01013
Karbonsteel Engineering Limite,INE0V8A01016
Karma Energy Limited,INE725L01011
KARNATAKA BANK LTD.,INE614B01018
Karnavati Finance Limited,INE554R01020
Karnawati Innovation Limited,INE214D01021
Karur Vysya Bank Limited,INE036D01028
KASTURI METAL COMPOSITE LIMITE,INE0T1301023
KATARE SPINNING MILLS LTD.,INE498G01015
KATI PATANG LIFESTYLE LIMITED,INE237C01016
KATI PATANG LIFESTYLE LIMITED,IN9237C01014
KAUSHALYA INFRASTRUCTURE DEVEL,INE234I01028
Kaveri Seed Company Limited,INE455I01029
Kavveri Defence & Wireless Technologies Limited,INE641C01019
KAY POWER AND PAPER LTD.,INE961B01013
Kaya Limited,INE587G01015
KAYCEE INDUSTRIES LTD.,INE813G01023
KAYNES TECHNOLOGY INDIA LIMITE,INE918Z01012
KBS INDIA LIMITED,INE883D01023
KCD INDUSTRIES INDIA LIMITED,INE185U01035
KCL Infra Projects Limited,INE469F01026
KCP SUGAR & INDUSTRIES CORPORA,INE790B01024
KDDL Limited,INE291D01011
KEC International Limited,INE389H01022
KEERTHI INDUSTRIES LTD.,INE145L01012
KEI Industries Limited,INE878B01027
Kellton Tech Solutions Limited,INE164B01030
KELTECH ENERGIES LTD.,INE881E01017
KEMISTAR CORPORATION LIMITED,INE971L01029
KEMP & COMPANY LTD.,INE060E01018
KEN FINANCIAL SERVICES LTD.,INE395E01018
KENNAMETAL INDIA LTD.,INE717A01029
Kenrik Industries Limited,INE0AOG01018
Kenvi Jewels Limited,INE923Y01023
KERALA AYURVEDA LTD.,INE817B01025
Kernex Microsystems (India) Limited,INE202H01019
KESAR ENTERPRISES LTD.,INE133B01027
KESAR INDIA LIMITED,INE0L1C01019
KESAR PETROPRODUCTS LTD.,INE133C01033
KESAR TERMINALS & INFRASTRUCTU,INE096L01025
Kesoram Industries Limited,INE087A01019
Kewal Kiran Clothing Limited,INE401H01017
KEY CORP LTD.,INE130F01016
KEYNOTE FINANCIAL SERVICES LIM,INE681C01015
Keystone Realtors Limited,INE263M01029
Kfin Technologies Limited,INE138Y01010
KFL-10%-27-9-27-NCD,INE403Q07DV1
KFL-10%-30-11-27-PVT,INE403Q07GE0
KFL-10.62%-7-8-28-PVT,INE403Q07GB6
KFL-10-2-27-NCD,INE403Q07CV3
KFL-11.10%-19-8-27-PVT,INE0NES07261
KFL-11.20%-11-12-26-PVT,INE0NES07188
KFL-11.30%-30-01-27-PVT,INE0NES07170
KFL-11.4%-13-6-27-PVT,INE0NES07113
KFL-11.40%-25-06-28-PVT,INE0NES07204
KFL-23-1-27-NCD,INE403Q07FT0
KFL-9.5%-10-8-26-NCD,INE403Q07CU5
KFL-9.5%-15-1-27-NCD,INE403Q07DF4
KFLD-10.62%-7-2-28-PVT,INE403Q07GC4
KFPL-11.20%-03-04-27-PVT,INE0NES07246
KG DENIM LTD.,INE104A01012
KG PETROCHEM LTD.,INE902G01016
Khadim India Limited,INE834I01025
Khaitan (India) Limited,INE731C01018
KHAITAN CHEMICALS & FERTILIZER,INE745B01028
KHANDELWAL EXTRACTION LTD.,INE687W01010
Khandwala Securities Limited,INE060B01014
Khazanchi Jewellers Limited,INE0OWC01011
KHOOBSURAT LTD,INE731G01027
KHYATI MULTIMEDIA-ENTERTAINMEN,INE593B01030
KIC METALIKS LTD.,INE434C01027
KIFS FINANCIAL SERVICES LTD.,INE902D01013
KIIFB-9.30%-21-01-30-PVT,INE658F08508
KIIFB-9.30%-21-01-31-PVT,INE658F08524
KIIFB-9.4%-30-12-34-PVT,INE658F08318
KILBURN ENGINEERING LTD.,INE338F01015
Kilitch Drugs (India) Limited,INE729D01010
KIMIA BIOSCIENCES LIMITED,INE285U01025
KINETIC ENGINEERING LTD.,INE266B01017
KINETIC TRUST LTD.,INE674M01019
Kingfa Science & Technology (I,INE473D01015
KINGS INFRA VENTURES LIMITED,INE050N01010
KIOCL Limited,INE880L01014
KIRAN SYNTEX LTD.,INE293D01017
KIRAN VYAPAR LTD,INE555P01013
Kiri Industries Limited,INE415I01015
Kirloskar Brothers Limited,INE732A01036
Kirloskar Electric Company Limited,INE134B01017
KIRLOSKAR FERROUS INDUSTRIES L,INE884B01025
Kirloskar Industries Limited,INE250A01039
Kirloskar Oil Engines Limited,INE146L01010
KIRLOSKAR PNEUMATIC CO.LTD.,INE811A01020
KISAAN PARIVAR INDUSTRIES LIMI,INE102C01020
KISAN MOULDINGS LTD.,INE017C01012
Kitex Garments Limited,INE602G01020
KJMC FINANCIAL SERVICES LTD.,INE533C01018
KKALPANA INDUSTRIES (INDIA) LT,INE301C01028
Kkalpana Plastick Limited,INE465K01016
KLMAFL-10.50%-16-10-27-NCD,INE01I507653
KLMAFL-17-8-29-NCD,INE01I507679
KMC SPECIALITY HOSPITALS (INDI,INE879K01018
KMF BUILDERS & DEVELOPERS LTD.,INE580H01026
KN Agri Resources Limited,INE0KNW01016
Knowledge Marine & Engineering,INE0CJD01029
KNOWLEDGE REALTY TRUST,INE1JAR25012
KNR Constructions Limited,INE634I01029
KOBO BIOTECH LIMITED,INE881A01015
Kohinoor Foods Limited,INE080B01012
Kokuyo Camlin Limited,INE760A01029
Kolte - Patil Developers Limited,INE094I01018
KONARK SYNTHETIC LTD.,INE517D01019
KONNDOR INDUSTRIES LIMITED,INE971A01014
Kopran Limited,INE082A01010
Kotak Mahindra Bank Limited,INE237A01028
KOTAK MAHINDRA BANK LTD.,INE237A01036
KOTAK MAHINDRA MUTUAL FUND,INF174KA1JD7
KOTAK MAHINDRA MUTUAL FUND - K,INF174K014P6
KOTAK MAHINDRA MUTUAL FUND - K,INF174KA1HJ8
KOTAK MAHINDRA MUTUAL FUND - K,INF373I01023
Kotak Mahindra Mutual Fund - P,INF174K01F59
Kotak Mahindra Mutual Fund - P,INF174KA1LV5
KOTHARI FERMENTATION & BIOCHEM,INE991B01010
KOTHARI INDUSTRIAL CORPORATION,INE972A01020
Kothari Petrochemicals Limited,INE720A01015
Kothari Products Limited,INE823A01017
Kothari Sugars And Chemicals Limited,INE419A01022
Kotia Enterprises Limited,INE079C01012
KOVAI MEDICAL CENTER & HOSPITA,INE177F01017
KOVILPATTI LAKSHMI ROLLER FLOU,INE014E01015
KP GREEN ENGINEERING LIMITED,INE0QVH01025
KPI Green Energy Limited,INE542W01025
KPIT Technologies Limited,INE04I401011
KPL-9%-25-3-29-TFBOND,INE363O07095
KPT INDUSTRIES LIMITED,INE731D01024
Kranti Industries Limited,INE911T01010
KRBL Limited,INE001B01026
KREBS BIOCHEMICALS & INDUSTRIE,INE268B01013
KREON FINNANCIAL SERVICES LTD.,INE302C01018
KRETTO SYSCON LIMITED,INE128R01023
Kridhan Infra Limited,INE524L01026
Krishana Phoschem Limited,INE506W01012
KRISHANVEER FORGE LIMITED,INE013J01016
Krishival Foods Limited,INE0GGO01015
KRISHIVAL FOODS LIMITED,IN90GGO01013
Krishna Defence And Allied Industries Limited,INE0J5601015
Krishna Institute of Medical S,INE967H01025
KRISHNA VENTURES LIMITED,INE537L01010
Kriti Industries (India) Limited,INE479D01038
Kriti Nutrients Limited,INE798K01010
Kritika Wires Limited,INE00Z501029
KRN HEAT EXCHANGER AND REFRIGE,INE0Q3J01015
Kronox Lab Sciences Limited,INE0ATZ01017
Kross Limited,INE0O6601022
Krsnaa Diagnostics Limited,INE08LI01020
Krupalu Metals Limited,INE0XZB01017
KRYPTON INDUSTRIES LTD.,INE951B01014
KRYSTAL INTEGRATED SERVICES LI,INE0QN801017
Ksb Limited,INE999A01023
KSE LTD.,INE953E01022
KSFL-ZC-29-9-28-NCD,INE403Q07CD1
KSH International Limited,INE987S01020
Kshitij Polyline Limited,INE013801027
KSL-10.40%-25-1-27-PVT,INE07HK07817
KSL-10.50%-2-12-27-PVT,INE07HK07866
KSL-10.65%-12-08-27-PVT,INE07HK07825
Ksolves India Limited,INE0D6I01023
KSR Footwear Limited,INE1SPP01016
Kuantum Papers Limited,INE529I01021
Kuber Udyog Limited,INE594R01018
Kuberan Global Edu Solutions L,INE04CO01018
KUNSTSTOFFE INDUSTRIES LTD.,INE638D01021
Kush Industries Limited,INE979D01011
KUWER INDUSTRIES LTD.,INE430F01010
KVS Castings Limited,INE163701019
Kwality Pharmaceuticals Limite,INE552U01010
L&T Finance Limited,INE498L01015
L&T Technology Services Limite,INE010V01017
L. T. ELEVATOR LIMITED,INE0TJ801010
L.G.BALAKRISHNAN & BROS.LTD.,INE337A01034
La Opala RG Limited,INE059D01020
La Tim Metal & Industries Limi,INE501N01020
LACTOSE (INDIA) LTD.,INE058I01013
Ladam Affortable Housing Limit,INE213U01019
LADDERUP FINANCE LTD.,INE519D01015
LADDU GOPAL ONLINE SERVICES LI,INE546I01025
LAFFANS PETROCHEMICALS LTD.,INE919B01011
Lagnam Spintex Limited,INE548Z01017
LAHOTI OVERSEAS LTD.,INE515C01023
LAKE SHORE REALTY LIMITED,INE734D01010
LAKHOTIA POLYESTERS (INDIA) LT,INE191O01010
LAKSHMI ELECTRICAL CONTROL SYS,INE284C01018
LAKSHMI ENGINEERING AND WAREHO,INE718M01022
